DateUpdated,AgeGroups,Total cases,Confirmed cases,Probable cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
08/26/2021,80 and older,17045,15504,1541,10321,4685,3753,932
10/07/2021,40-49,54425,49498,4927,12576,168,134,34
10/07/2021,50-59,57096,52391,4705,10993,515,429,86
10/07/2021,60-69,37968,35290,2678,8618,1150,991,159
10/07/2021,70-79,19604,18302,1302,7260,1944,1639,305
10/07/2021,80 and older,17675,16009,1666,10703,4822,3830,992
12/23/2021,80 and older,19396,17530,1866,11745,4988,3974,1014
03/07/2022,10-19,94546,84451,10095,20865,4,4,0
03/07/2022,20-29,124330,109170,15160,26715,25,22,3
03/07/2022,30-39,118457,105573,12884,26774,100,83,17
03/07/2022,40-49,100708,90427,10281,23270,234,191,43
03/07/2022,50-59,99593,89799,9794,19175,694,588,106
03/07/2022,60-69,65093,59268,5825,14775,1532,1315,217
03/07/2022,70-79,32001,29329,2672,11851,2367,1987,380
03/07/2022,80 and older,25580,22827,2753,15490,5584,4450,1134
05/12/2022,0-9,70691,65073,5618,18778,2,2,0
05/12/2022,10-19,99700,88976,10724,22002,4,4,0
05/12/2022,20-29,131124,115082,16042,28175,27,24,3
05/12/2022,30-39,125767,112270,13497,28427,109,90,19
05/12/2022,40-49,107256,96380,10876,24783,241,197,44
05/12/2022,50-59,106620,96125,10495,20528,728,617,111
05/12/2022,60-69,71409,64945,6464,16208,1587,1359,228
05/12/2022,70-79,35645,32546,3099,13201,2444,2047,397
05/12/2022,80 and older,27633,24538,3095,16733,5741,4566,1175
05/13/2022,0-9,70934,65302,5632,18843,2,2,0
05/13/2022,10-19,99926,89179,10747,22052,4,4,0
05/13/2022,20-29,131403,115331,16072,28235,27,24,3
05/13/2022,30-39,126148,112638,13510,28513,109,90,19
05/13/2022,40-49,107603,96710,10893,24863,243,199,44
05/13/2022,50-59,106961,96443,10518,20594,730,619,111
05/13/2022,60-69,71711,65225,6486,16277,1593,1363,230
05/13/2022,70-79,35820,32698,3122,13266,2454,2055,399
05/13/2022,80 and older,27734,24621,3113,16794,5752,4574,1178
05/16/2022,0-9,71901,66268,5633,19100,2,2,0
05/16/2022,10-19,101129,90366,10763,22318,4,4,0
05/16/2022,20-29,133082,117032,16050,28596,27,24,3
05/16/2022,30-39,127959,114472,13487,28922,109,90,19
05/16/2022,40-49,108982,98103,10879,25182,243,200,43
05/16/2022,50-59,108461,97944,10517,20883,730,619,111
05/16/2022,60-69,72905,66383,6522,16548,1593,1364,229
05/16/2022,70-79,36324,33184,3140,13452,2455,2057,398
05/16/2022,80 and older,27970,24832,3138,16937,5751,4573,1178
05/17/2022,0-9,72054,66408,5646,19140,2,2,0
05/17/2022,10-19,101287,90491,10796,22353,4,4,0
05/17/2022,20-29,133294,117193,16101,28641,28,25,3
05/17/2022,30-39,128217,114672,13545,28980,109,90,19
05/17/2022,40-49,109222,98288,10934,25237,243,200,43
05/17/2022,50-59,108730,98152,10578,20935,730,619,111
05/17/2022,60-69,73147,66565,6582,16603,1594,1365,229
05/17/2022,70-79,36454,33286,3168,13500,2455,2057,398
05/17/2022,80 and older,28065,24903,3162,16995,5757,4577,1180
05/18/2022,0-9,72258,66585,5673,19195,2,2,0
05/18/2022,10-19,101475,90656,10819,22394,4,4,0
05/18/2022,20-29,133511,117378,16133,28688,28,25,3
05/18/2022,30-39,128475,114906,13569,29039,109,90,19
05/18/2022,40-49,109486,98516,10970,25298,243,200,43
05/18/2022,50-59,109038,98423,10615,20994,730,619,111
05/18/2022,60-69,73391,66770,6621,16658,1594,1365,229
05/18/2022,70-79,36605,33390,3215,13556,2455,2057,398
08/27/2021,0-9,23810,22153,1657,6325,1,1,0
08/27/2021,10-19,44481,40141,4340,9816,4,4,0
08/27/2021,20-29,65695,58365,7330,14116,11,11,0
08/27/2021,30-39,58035,52260,5775,13117,45,43,2
08/27/2021,40-49,51545,47052,4493,11910,156,125,31
08/27/2021,50-59,54526,50210,4316,10498,478,403,75
08/27/2021,60-69,36070,33636,2434,8187,1104,955,149
08/27/2021,70-79,18560,17402,1158,6874,1871,1585,286
08/27/2021,80 and older,17066,15523,1543,10334,4688,3755,933
10/08/2021,0-9,26925,24927,1998,7152,1,1,0
10/08/2021,10-19,47942,43070,4872,10580,4,4,0
10/08/2021,20-29,69447,61445,8002,14922,13,12,1
10/08/2021,30-39,61845,55494,6351,13979,50,46,4
10/08/2021,40-49,54481,49554,4927,12589,168,134,34
10/08/2021,50-59,57139,52438,4701,11001,515,429,86
10/08/2021,60-69,38010,35328,2682,8627,1150,991,159
10/08/2021,70-79,19622,18320,1302,7267,1944,1639,305
10/08/2021,80 and older,17687,16021,1666,10710,4822,3830,992
10/12/2021,0-9,27128,25124,2004,7206,1,1,0
10/12/2021,10-19,48141,43252,4889,10624,4,4,0
10/12/2021,20-29,69663,61648,8015,14969,13,12,1
10/12/2021,30-39,62069,55706,6363,14029,50,46,4
10/12/2021,40-49,54690,49751,4939,12637,168,134,34
10/12/2021,50-59,57309,52597,4712,11034,515,429,86
10/12/2021,60-69,38163,35471,2692,8662,1150,991,159
10/12/2021,70-79,19681,18377,1304,7289,1944,1639,305
10/12/2021,80 and older,17730,16061,1669,10736,4822,3830,992
10/13/2021,0-9,27153,25147,2006,7213,1,1,0
10/13/2021,10-19,48170,43278,4892,10630,4,4,0
10/13/2021,20-29,69705,61691,8014,14978,13,12,1
10/13/2021,30-39,62110,55747,6363,14038,53,49,4
10/13/2021,40-49,54726,49786,4940,12645,171,137,34
10/13/2021,50-59,57342,52629,4713,11041,520,433,87
10/13/2021,60-69,38180,35487,2693,8666,1159,998,161
10/13/2021,70-79,19692,18385,1307,7293,1950,1644,306
10/13/2021,80 and older,17737,16066,1671,10741,4834,3840,994
10/14/2021,0-9,27273,25249,2024,7245,1,1,0
10/14/2021,10-19,48292,43379,4913,10657,4,4,0
10/14/2021,20-29,69833,61797,8036,15005,13,12,1
10/14/2021,30-39,62258,55873,6385,14072,53,49,4
10/14/2021,40-49,54834,49879,4955,12670,171,137,34
10/14/2021,50-59,57480,52750,4730,11067,520,434,86
10/14/2021,60-69,38265,35563,2702,8685,1160,999,161
10/14/2021,70-79,19735,18421,1314,7309,1950,1645,305
10/14/2021,80 and older,17752,16081,1671,10750,4835,3841,994
10/15/2021,0-9,27353,25327,2026,7266,1,1,0
10/15/2021,10-19,48375,43455,4920,10676,4,4,0
10/15/2021,20-29,69913,61873,8040,15023,13,12,1
10/15/2021,30-39,62331,55943,6388,14088,54,49,5
10/15/2021,40-49,54890,49932,4958,12683,172,138,34
10/15/2021,50-59,57543,52809,4734,11079,520,435,85
10/15/2021,60-69,38296,35592,2704,8692,1162,1002,160
10/15/2021,70-79,19747,18435,1312,7313,1950,1647,303
10/15/2021,80 and older,17768,16099,1669,10759,4842,3850,992
10/18/2021,0-9,27483,25453,2030,7301,1,1,0
10/18/2021,10-19,48544,43616,4928,10713,4,4,0
10/18/2021,20-29,70062,62018,8044,15055,13,12,1
10/18/2021,30-39,62510,56109,6401,14129,54,49,5
10/18/2021,40-49,55076,50113,4963,12726,172,138,34
10/18/2021,50-59,57677,52936,4741,11105,520,435,85
10/18/2021,60-69,38404,35694,2710,8717,1162,1002,160
10/18/2021,70-79,19797,18481,1316,7332,1950,1647,303
10/18/2021,80 and older,17810,16141,1669,10785,4842,3850,992
10/19/2021,0-9,27655,25620,2035,7346,1,1,0
10/19/2021,10-19,48651,43709,4942,10737,4,4,0
10/19/2021,20-29,70148,62086,8062,15073,13,12,1
10/19/2021,30-39,62582,56170,6412,14145,54,49,5
10/19/2021,40-49,55148,50171,4977,12743,172,139,33
10/19/2021,50-59,57768,53009,4759,11123,520,436,84
10/19/2021,60-69,38465,35745,2720,8731,1165,1006,159
10/19/2021,70-79,19834,18518,1316,7345,1953,1650,303
10/19/2021,80 and older,17823,16148,1675,10793,4839,3849,990
12/27/2021,0-9,37918,34910,3008,10073,1,1,0
12/27/2021,10-19,61267,54726,6541,13521,4,4,0
12/27/2021,20-29,85202,74632,10570,18308,21,18,3
12/27/2021,30-39,78267,69603,8664,17690,68,58,10
12/27/2021,40-49,67710,60987,6723,15645,189,152,37
12/27/2021,50-59,69283,62859,6424,13340,545,458,87
12/27/2021,60-69,46068,42323,3745,10456,1242,1064,178
12/27/2021,70-79,22939,21196,1743,8495,2037,1714,323
12/27/2021,80 and older,19568,17695,1873,11849,4996,3980,1016
12/28/2021,0-9,38414,35349,3065,10204,1,1,0
12/28/2021,10-19,62085,55407,6678,13701,4,4,0
12/28/2021,20-29,86347,75580,10767,18554,22,19,3
12/28/2021,30-39,79274,70474,8800,17918,69,59,10
12/28/2021,40-49,68512,61654,6858,15831,193,156,37
12/28/2021,50-59,69959,63418,6541,13470,550,463,87
12/28/2021,60-69,46455,42660,3795,10544,1252,1072,180
12/28/2021,70-79,23112,21349,1763,8559,2053,1726,327
12/28/2021,80 and older,19655,17768,1887,11902,5012,3993,1019
12/29/2021,0-9,39162,36071,3091,10403,1,1,0
12/29/2021,10-19,63208,56462,6746,13949,4,4,0
12/29/2021,20-29,87789,76898,10891,18864,22,19,3
12/29/2021,30-39,80626,71732,8894,18224,69,59,10
12/29/2021,40-49,69572,62605,6967,16076,194,157,37
12/29/2021,50-59,70946,64314,6632,13660,550,463,87
12/29/2021,60-69,46937,43089,3848,10654,1252,1072,180
12/29/2021,70-79,23343,21557,1786,8645,2056,1729,327
12/29/2021,80 and older,19743,17846,1897,11955,5013,3993,1020
12/30/2021,0-9,39867,36711,3156,10590,1,1,0
12/30/2021,10-19,64371,57477,6894,14206,4,4,0
12/30/2021,20-29,89283,78174,11109,19185,22,19,3
12/30/2021,30-39,82065,72972,9093,18549,69,59,10
12/30/2021,40-49,70765,63619,7146,16351,194,157,37
12/30/2021,50-59,71943,65187,6756,13852,550,463,87
12/30/2021,60-69,47423,43505,3918,10764,1252,1072,180
12/30/2021,70-79,23540,21733,1807,8718,2055,1728,327
12/30/2021,80 and older,19852,17939,1913,12021,5013,3993,1020
01/03/2022,0-9,42483,39167,3316,11285,1,1,0
01/03/2022,10-19,67808,60609,7199,14964,4,4,0
01/03/2022,20-29,93553,82054,11499,20102,23,20,3
01/03/2022,30-39,86374,76923,9451,19523,71,61,10
01/03/2022,40-49,74138,66728,7410,17131,196,159,37
01/03/2022,50-59,74954,67969,6985,14431,556,466,90
01/03/2022,60-69,49023,44979,4044,11127,1266,1083,183
01/03/2022,70-79,24189,22328,1861,8958,2059,1732,327
01/03/2022,80 and older,20262,18311,1951,12270,5034,4012,1022
01/04/2022,0-9,43351,39875,3476,11516,1,1,0
01/04/2022,10-19,69259,61705,7554,15284,4,4,0
01/04/2022,20-29,95679,83553,12126,20559,23,20,3
01/04/2022,30-39,88454,78394,10060,19993,72,61,11
01/04/2022,40-49,75664,67826,7838,17483,201,163,38
01/04/2022,50-59,76286,68926,7360,14688,564,471,93
01/04/2022,60-69,49756,45523,4233,11294,1287,1099,188
01/04/2022,70-79,24494,22568,1926,9071,2072,1744,328
01/04/2022,80 and older,20436,18452,1984,12375,5050,4025,1025
01/05/2022,0-9,44445,40928,3517,11806,1,1,0
01/05/2022,10-19,70777,63152,7625,15619,4,4,0
01/05/2022,20-29,97418,85191,12227,20933,23,20,3
01/05/2022,30-39,90331,80146,10185,20417,72,61,11
10/20/2021,0-9,27709,25670,2039,7361,1,1,0
10/20/2021,10-19,48710,43764,4946,10750,4,4,0
10/20/2021,20-29,70196,62135,8061,15083,13,12,1
10/20/2021,30-39,62661,56241,6420,14163,54,49,5
10/20/2021,40-49,55195,50216,4979,12754,172,139,33
10/20/2021,50-59,57811,53053,4758,11131,520,436,84
10/20/2021,60-69,38494,35773,2721,8737,1165,1006,159
10/20/2021,70-79,19849,18531,1318,7351,1953,1650,303
10/20/2021,80 and older,17833,16157,1676,10799,4839,3849,990
10/21/2021,0-9,27756,25712,2044,7373,1,1,0
10/21/2021,10-19,48768,43820,4948,10762,4,4,0
10/21/2021,20-29,70257,62193,8064,15096,13,12,1
10/21/2021,30-39,62747,56327,6420,14182,54,49,5
10/21/2021,40-49,55237,50257,4980,12763,172,139,33
10/21/2021,50-59,57852,53096,4756,11139,520,436,84
10/21/2021,60-69,38537,35816,2721,8747,1165,1006,159
10/21/2021,70-79,19868,18549,1319,7358,1953,1650,303
10/21/2021,80 and older,17846,16171,1675,10807,4839,3849,990
10/22/2021,0-9,27816,25768,2048,7389,1,1,0
10/22/2021,10-19,48833,43879,4954,10777,4,4,0
10/22/2021,20-29,70316,62244,8072,15109,13,12,1
10/22/2021,30-39,62821,56396,6425,14199,54,49,5
10/22/2021,40-49,55304,50316,4988,12779,172,139,33
10/22/2021,50-59,57904,53144,4760,11149,523,438,85
10/22/2021,60-69,38572,35849,2723,8755,1169,1010,159
10/22/2021,70-79,19893,18569,1324,7367,1959,1654,305
10/22/2021,80 and older,17862,16186,1676,10816,4844,3854,990
10/25/2021,0-9,27942,25893,2049,7423,1,1,0
10/25/2021,10-19,48966,44001,4965,10806,4,4,0
10/25/2021,20-29,70436,62358,8078,15135,13,12,1
10/25/2021,30-39,62974,56549,6425,14234,54,49,5
10/25/2021,40-49,55428,50438,4990,12807,172,139,33
10/25/2021,50-59,58005,53244,4761,11168,523,438,85
10/25/2021,60-69,38643,35918,2725,8771,1169,1010,159
10/25/2021,70-79,19942,18617,1325,7385,1959,1654,305
10/25/2021,80 and older,17882,16206,1676,10828,4844,3854,990
10/26/2021,0-9,27979,25930,2049,7432,1,1,0
10/26/2021,10-19,49000,44033,4967,10814,4,4,0
10/26/2021,20-29,70462,62384,8078,15140,13,12,1
10/26/2021,30-39,63017,56593,6424,14243,54,49,5
10/26/2021,40-49,55471,50479,4992,12817,173,140,33
10/26/2021,50-59,58040,53275,4765,11175,524,439,85
10/26/2021,60-69,38659,35931,2728,8775,1172,1012,160
10/26/2021,70-79,19956,18631,1325,7391,1961,1656,305
10/26/2021,80 and older,17888,16210,1678,10832,4850,3859,991
10/27/2021,0-9,28024,25974,2050,7444,1,1,0
10/27/2021,10-19,49048,44079,4969,10824,4,4,0
10/27/2021,20-29,70519,62434,8085,15153,13,12,1
10/27/2021,30-39,63059,56631,6428,14253,54,49,5
10/27/2021,40-49,55532,50537,4995,12831,173,140,33
10/27/2021,50-59,58068,53302,4766,11180,524,439,85
10/27/2021,60-69,38690,35960,2730,8782,1172,1012,160
10/27/2021,70-79,19967,18639,1328,7395,1961,1656,305
10/27/2021,80 and older,17902,16223,1679,10840,4850,3859,991
10/28/2021,0-9,28077,26026,2051,7458,1,1,0
10/28/2021,10-19,49097,44122,4975,10835,4,4,0
10/28/2021,20-29,70585,62494,8091,15167,13,12,1
10/28/2021,30-39,63129,56696,6433,14269,54,49,5
10/28/2021,40-49,55596,50601,4995,12846,173,140,33
10/28/2021,50-59,58118,53350,4768,11190,524,439,85
10/28/2021,60-69,38742,36009,2733,8794,1172,1012,160
10/28/2021,70-79,19992,18662,1330,7404,1961,1656,305
10/28/2021,80 and older,17917,16234,1683,10850,4849,3858,991
10/29/2021,0-9,28138,26083,2055,7475,1,1,0
10/29/2021,10-19,49164,44182,4982,10850,4,4,0
10/29/2021,20-29,70632,62537,8095,15177,14,13,1
10/29/2021,30-39,63202,56762,6440,14285,54,49,5
10/29/2021,40-49,55667,50667,5000,12863,174,140,34
10/29/2021,50-59,58175,53405,4770,11201,525,440,85
10/29/2021,60-69,38760,36025,2735,8798,1172,1012,160
10/29/2021,70-79,20012,18679,1333,7411,1965,1660,305
10/29/2021,80 and older,17926,16241,1685,10855,4855,3863,992
01/05/2022,40-49,77188,69203,7985,17835,201,163,38
01/05/2022,50-59,77635,70157,7478,14948,567,474,93
01/05/2022,60-69,50500,46196,4304,11462,1286,1098,188
01/05/2022,70-79,24801,22836,1965,9185,2073,1745,328
01/05/2022,80 and older,20628,18609,2019,12491,5054,4028,1026
03/08/2022,0-9,66171,60846,5325,17578,2,2,0
03/08/2022,10-19,94736,84634,10102,20907,4,4,0
03/08/2022,20-29,124497,109337,15160,26751,27,24,3
03/08/2022,30-39,118637,105753,12884,26815,101,84,17
03/08/2022,40-49,100863,90581,10282,23306,236,193,43
03/08/2022,50-59,99749,89956,9793,19205,697,589,108
03/08/2022,60-69,65196,59369,5827,14798,1538,1320,218
03/08/2022,70-79,32048,29379,2669,11869,2379,1997,382
03/08/2022,80 and older,25618,22861,2757,15513,5607,4467,1140
03/09/2022,0-9,66195,60867,5328,17584,2,2,0
03/09/2022,10-19,94791,84680,10111,20919,4,4,0
03/09/2022,20-29,124585,109419,15166,26770,28,25,3
03/09/2022,30-39,118687,105795,12892,26826,101,84,17
03/09/2022,40-49,100891,90601,10290,23312,236,193,43
03/09/2022,50-59,99788,89990,9798,19213,698,590,108
03/09/2022,60-69,65226,59397,5829,14805,1544,1326,218
03/09/2022,70-79,32057,29388,2669,11872,2383,2001,382
03/09/2022,80 and older,25625,22868,2757,15517,5613,4473,1140
03/10/2022,0-9,66226,60897,5329,17592,2,2,0
03/10/2022,10-19,94831,84717,10114,20928,4,4,0
03/10/2022,20-29,124640,109469,15171,26782,28,25,3
03/10/2022,30-39,118729,105833,12896,26836,101,84,17
03/10/2022,40-49,100926,90634,10292,23320,236,193,43
03/10/2022,50-59,99823,90022,9801,19220,698,590,108
03/10/2022,60-69,65259,59427,5832,14812,1548,1329,219
03/10/2022,70-79,32066,29397,2669,11875,2383,2001,382
03/10/2022,80 and older,25636,22875,2761,15524,5615,4474,1141
03/11/2022,0-9,66295,60914,5381,17611,2,2,0
03/11/2022,10-19,94915,84756,10159,20946,4,4,0
03/11/2022,20-29,124697,109516,15181,26794,28,25,3
03/11/2022,30-39,118766,105865,12901,26844,102,85,17
03/11/2022,40-49,100958,90661,10297,23328,236,193,43
03/11/2022,50-59,99844,90041,9803,19224,702,594,108
03/11/2022,60-69,65277,59443,5834,14816,1551,1332,219
03/11/2022,70-79,32084,29415,2669,11882,2392,2008,384
03/11/2022,80 and older,25643,22880,2763,15528,5631,4487,1144
03/14/2022,0-9,66382,60990,5392,17634,2,2,0
03/14/2022,10-19,95078,84902,10176,20982,4,4,0
03/14/2022,20-29,124836,109618,15218,26824,28,25,3
03/14/2022,30-39,118883,105974,12909,26871,102,85,17
03/14/2022,40-49,101054,90747,10307,23350,236,193,43
03/14/2022,50-59,99919,90112,9807,19238,703,595,108
03/14/2022,60-69,65339,59501,5838,14831,1552,1333,219
03/14/2022,70-79,32125,29455,2670,11897,2392,2008,384
03/14/2022,80 and older,25672,22900,2772,15546,5636,4491,1145
03/15/2022,0-9,66411,61014,5397,17641,2,2,0
03/15/2022,10-19,95120,84931,10189,20992,4,4,0
03/15/2022,20-29,124889,109654,15235,26835,28,25,3
03/15/2022,30-39,118922,106003,12919,26879,107,87,20
03/15/2022,40-49,101095,90782,10313,23359,237,193,44
03/15/2022,50-59,99962,90147,9815,19246,706,597,109
03/15/2022,60-69,65371,59523,5848,14838,1553,1334,219
11/01/2021,0-9,28242,26186,2056,7502,1,1,0
11/01/2021,10-19,49267,44283,4984,10873,4,4,0
11/01/2021,20-29,70770,62672,8098,15207,14,13,1
11/01/2021,30-39,63327,56885,6442,14314,54,49,5
11/01/2021,40-49,55780,50773,5007,12889,174,140,34
11/01/2021,50-59,58285,53515,4770,11222,525,440,85
11/01/2021,60-69,38837,36097,2740,8815,1172,1012,160
11/01/2021,70-79,20044,18709,1335,7423,1966,1661,305
11/01/2021,80 and older,17959,16271,1688,10875,4856,3864,992
11/02/2021,0-9,28293,26237,2056,7516,1,1,0
11/02/2021,10-19,49320,44332,4988,10884,4,4,0
11/02/2021,20-29,70822,62725,8097,15218,14,13,1
11/02/2021,30-39,63393,56950,6443,14328,55,49,6
11/02/2021,40-49,55846,50834,5012,12904,175,141,34
11/02/2021,50-59,58336,53567,4769,11232,525,441,84
11/02/2021,60-69,38884,36140,2744,8826,1174,1014,160
11/02/2021,70-79,20066,18726,1340,7431,1970,1663,307
11/02/2021,80 and older,17966,16280,1686,10879,4858,3866,992
11/03/2021,0-9,28356,26295,2061,7533,1,1,0
11/03/2021,10-19,49375,44381,4994,10896,4,4,0
11/03/2021,20-29,70891,62782,8109,15233,14,13,1
11/03/2021,30-39,63455,57010,6445,14342,55,49,6
11/03/2021,40-49,55885,50870,5015,12913,175,141,34
11/03/2021,50-59,58386,53609,4777,11242,525,441,84
11/03/2021,60-69,38923,36177,2746,8835,1174,1014,160
11/03/2021,70-79,20076,18736,1340,7435,1970,1663,307
11/03/2021,80 and older,17970,16284,1686,10882,4858,3866,992
11/04/2021,0-9,28407,26343,2064,7546,1,1,0
11/04/2021,10-19,49458,44456,5002,10915,4,4,0
11/04/2021,20-29,70940,62818,8122,15243,14,13,1
11/04/2021,30-39,63513,57060,6453,14356,55,49,6
11/04/2021,40-49,55948,50925,5023,12928,175,141,34
11/04/2021,50-59,58435,53652,4783,11251,525,441,84
11/04/2021,60-69,38972,36218,2754,8846,1174,1014,160
11/04/2021,70-79,20097,18751,1346,7443,1970,1663,307
11/04/2021,80 and older,17978,16291,1687,10886,4858,3866,992
11/05/2021,0-9,28456,26392,2064,7559,1,1,0
11/05/2021,10-19,49506,44499,5007,10925,4,4,0
11/05/2021,20-29,70973,62852,8121,15250,15,14,1
11/05/2021,30-39,63572,57117,6455,14369,55,49,6
11/05/2021,40-49,55996,50971,5025,12939,176,142,34
11/05/2021,50-59,58475,53690,4785,11259,526,442,84
11/05/2021,60-69,38999,36244,2755,8852,1178,1017,161
11/05/2021,70-79,20109,18760,1349,7447,1973,1664,309
11/05/2021,80 and older,17983,16294,1689,10889,4862,3869,993
11/08/2021,0-9,28547,26479,2068,7583,1,1,0
11/08/2021,10-19,49659,44647,5012,10959,4,4,0
11/08/2021,20-29,71133,63000,8133,15285,15,14,1
11/08/2021,30-39,63719,57251,6468,14402,55,49,6
11/08/2021,40-49,56127,51087,5040,12969,176,142,34
11/08/2021,50-59,58594,53800,4794,11282,526,442,84
11/08/2021,60-69,39082,36314,2768,8871,1178,1017,161
11/08/2021,70-79,20148,18796,1352,7462,1973,1664,309
11/08/2021,80 and older,18003,16312,1691,10902,4862,3869,993
11/09/2021,0-9,28582,26509,2073,7593,1,1,0
11/09/2021,10-19,49696,44677,5019,10967,4,4,0
11/09/2021,20-29,71174,63036,8138,15293,15,14,1
11/09/2021,30-39,63761,57290,6471,14412,57,51,6
11/09/2021,40-49,56180,51138,5042,12981,176,142,34
11/09/2021,50-59,58636,53837,4799,11290,527,443,84
11/09/2021,60-69,39120,36349,2771,8879,1180,1019,161
11/09/2021,70-79,20154,18802,1352,7464,1976,1667,309
11/09/2021,80 and older,18016,16322,1694,10909,4870,3875,995
11/10/2021,0-9,28667,26583,2084,7615,1,1,0
11/10/2021,10-19,49796,44752,5044,10989,4,4,0
11/10/2021,20-29,71245,63096,8149,15309,15,14,1
11/10/2021,30-39,63823,57339,6484,14426,57,51,6
11/10/2021,40-49,56260,51215,5045,13000,176,142,34
11/10/2021,50-59,58689,53885,4804,11300,527,443,84
11/10/2021,60-69,39158,36383,2775,8888,1180,1019,161
11/10/2021,70-79,20182,18822,1360,7474,1977,1668,309
11/10/2021,80 and older,18034,16336,1698,10920,4872,3877,995
01/06/2022,0-9,45398,41763,3635,12060,1,1,0
01/06/2022,10-19,72181,64354,7827,15929,4,4,0
01/06/2022,20-29,98986,86542,12444,21270,23,20,3
01/06/2022,30-39,91859,81471,10388,20763,72,61,11
01/06/2022,40-49,78473,70317,8156,18132,201,163,38
01/06/2022,50-59,78728,71111,7617,15158,566,473,93
01/06/2022,60-69,51082,46700,4382,11594,1287,1099,188
01/06/2022,70-79,25049,23045,2004,9277,2073,1745,328
01/06/2022,80 and older,20784,18745,2039,12586,5054,4028,1026
01/07/2022,0-9,46484,42837,3647,12348,1,1,0
01/07/2022,10-19,73709,65881,7828,16266,4,4,0
01/07/2022,20-29,100773,88341,12432,21654,23,20,3
01/07/2022,30-39,93598,83219,10379,21156,77,64,13
01/07/2022,40-49,79944,71784,8160,18472,205,167,38
01/07/2022,50-59,80025,72399,7626,15408,581,484,97
01/07/2022,60-69,51795,47407,4388,11756,1306,1114,192
01/07/2022,70-79,25345,23326,2019,9386,2093,1760,333
01/07/2022,80 and older,20939,18879,2060,12679,5087,4055,1032
01/10/2022,0-9,50257,46477,3780,13350,1,1,0
01/10/2022,10-19,78231,70168,8063,17264,4,4,0
01/10/2022,20-29,105963,93209,12754,22769,23,20,3
01/10/2022,30-39,98860,88176,10684,22345,77,64,13
01/10/2022,40-49,84439,76012,8427,19511,205,167,38
01/10/2022,50-59,84134,76266,7868,16199,581,485,96
01/10/2022,60-69,54149,49603,4546,12291,1306,1114,192
01/10/2022,70-79,26402,24327,2075,9778,2093,1760,333
01/10/2022,80 and older,21555,19464,2091,13052,5087,4055,1032
01/11/2022,0-9,51074,47260,3814,13567,1,1,0
01/11/2022,10-19,79171,71055,8116,17472,4,4,0
01/11/2022,20-29,107049,94217,12832,23002,23,20,3
01/11/2022,30-39,99917,89156,10761,22584,79,65,14
01/11/2022,40-49,85321,76810,8511,19715,206,168,38
01/11/2022,50-59,85004,77062,7942,16366,586,490,96
01/11/2022,60-69,54732,50141,4591,12423,1318,1125,193
01/11/2022,70-79,26703,24614,2089,9889,2108,1769,339
01/11/2022,80 and older,21772,19671,2101,13184,5110,4075,1035
01/12/2022,0-9,51927,48049,3878,13794,1,1,0
01/12/2022,10-19,80145,71952,8193,17687,4,4,0
01/12/2022,20-29,108187,95234,12953,23247,23,20,3
01/12/2022,30-39,101111,90245,10866,22854,79,65,14
01/12/2022,40-49,86375,77762,8613,19958,206,168,38
01/12/2022,50-59,86013,77956,8057,16561,587,491,96
01/12/2022,60-69,55291,50633,4658,12550,1320,1126,194
01/12/2022,70-79,27000,24871,2129,9999,2111,1772,339
01/12/2022,80 and older,21950,19818,2132,13292,5111,4076,1035
01/13/2022,0-9,52973,48949,4024,14072,1,1,0
01/13/2022,10-19,81572,73082,8490,18002,4,4,0
01/13/2022,20-29,109752,96439,13313,23583,23,20,3
01/13/2022,30-39,102713,91525,11188,23216,79,65,14
01/13/2022,40-49,87708,78849,8859,20266,206,168,38
01/13/2022,50-59,87355,79027,8328,16819,587,491,96
01/13/2022,60-69,56053,51262,4791,12723,1320,1126,194
01/13/2022,70-79,27317,25141,2176,10117,2111,1772,339
01/13/2022,80 and older,22189,20006,2183,13436,5111,4076,1035
01/14/2022,0-9,53958,49845,4113,14333,1,1,0
01/14/2022,10-19,82791,74115,8676,18271,4,4,0
11/11/2021,0-9,28734,26644,2090,7633,1,1,0
11/11/2021,10-19,49876,44825,5051,11007,4,4,0
11/11/2021,20-29,71321,63161,8160,15325,15,14,1
11/11/2021,30-39,63908,57411,6497,14445,57,51,6
11/11/2021,40-49,56331,51272,5059,13016,176,142,34
11/11/2021,50-59,58767,53955,4812,11315,527,443,84
11/11/2021,60-69,39212,36435,2777,8900,1180,1019,161
11/11/2021,70-79,20203,18841,1362,7482,1977,1668,309
11/11/2021,80 and older,18041,16341,1700,10925,4872,3877,995
11/12/2021,0-9,28801,26706,2095,7651,1,1,0
11/12/2021,10-19,49955,44902,5053,11024,4,4,0
11/12/2021,20-29,71384,63216,8168,15339,15,14,1
11/12/2021,30-39,63983,57487,6496,14462,57,51,6
11/12/2021,40-49,56391,51328,5063,13030,176,142,34
11/12/2021,50-59,58829,54012,4817,11327,527,443,84
11/12/2021,60-69,39252,36470,2782,8909,1180,1019,161
11/12/2021,70-79,20209,18847,1362,7484,1977,1668,309
11/12/2021,80 and older,18047,16347,1700,10928,4872,3877,995
11/15/2021,0-9,29109,27016,2093,7733,1,1,0
11/15/2021,10-19,50258,45189,5069,11091,4,4,0
11/15/2021,20-29,71653,63462,8191,15396,15,14,1
